Year,Month,Day,1hour,12hour,24hour,truth
2024,148,21,122853.1796875,119355.2578125,116766.296875,124262.0
2024,148,22,123476.625,120231.359375,117201.296875,123957.20000000001
2024,148,23,124837.28125,120262.3984375,118097.390625,124390.6
2024,149,0,127032.640625,120580.234375,119766.609375,125640.4
2024,149,1,128856.328125,121682.421875,121836.40625,127181.7
2024,149,2,129223.03125,123134.7109375,123714.28125,127843.79999999999
2024,149,3,129969.859375,124754.8984375,125369.0234375,128271.1
2024,149,4,130722.09375,126181.3515625,126754.8671875,128848.8
2024,149,5,130620.234375,127376.734375,127609.03125,129043.4
2024,149,6,130972.8046875,128025.0703125,128476.75,129712.59999999999
2024,149,7,130961.640625,127339.859375,127748.921875,130650.20000000001
2024,149,8,131033.609375,125735.28125,125910.890625,131768.40000000002
2024,149,9,130301.65625,124180.609375,123854.1875,132059.9
2024,149,10,129154.6875,122548.265625,122352.0390625,131595.6
2024,149,11,126882.4296875,120823.171875,120836.890625,129671.09999999998
2024,149,12,124710.640625,119399.328125,119842.375,127207.5
2024,149,13,123692.0234375,118070.375,118482.46875,125629.9
2024,149,14,124225.765625,117363.3125,116581.2734375,125520.40000000001
2024,149,15,124580.875,116997.046875,115311.6875,125778.4
2024,149,16,125332.09375,116793.359375,114377.984375,126347.7
2024,149,17,125930.5,116841.9140625,114093.90625,126546.0
2024,149,18,126560.265625,117117.8828125,114333.5625,126909.49999999999
2024,149,19,126943.625,117907.734375,114831.984375,127328.0
2024,149,20,126534.796875,119052.953125,115640.109375,127286.40000000001
2024,149,21,125333.765625,119832.34375,116652.859375,126227.3
2024,149,22,125422.5703125,120385.453125,117430.40625,125661.1
2024,149,23,126394.0625,121352.0546875,118693.0,125609.6
2024,150,0,127063.5859375,122341.953125,120541.9140625,125678.5
2024,150,1,128146.9296875,123203.140625,122271.4453125,126331.0
2024,150,2,129118.109375,123976.09375,123983.46875,127206.9
2024,150,3,129996.4375,124576.46875,125594.765625,128259.29999999999
2024,150,4,131422.8125,124831.796875,126277.9453125,130117.4
2024,150,5,132805.90625,125322.2890625,126571.5625,132078.0
2024,150,6,132857.203125,125933.3828125,125969.328125,132989.09999999998
2024,150,7,132830.0,126124.6796875,124960.2109375,133401.3
2024,150,8,131667.59375,125838.9609375,123676.890625,132868.8
2024,150,9,129713.2734375,125147.3359375,122810.3359375,131483.19999999998
2024,150,10,127727.09375,124131.453125,121544.3046875,130087.09999999999
2024,150,11,125815.921875,122996.203125,119938.8203125,128207.5
2024,150,12,124882.40625,122150.4921875,118383.0390625,126702.6
2024,150,13,124948.1328125,121618.28125,117059.359375,126091.9
2024,150,14,125071.8203125,121205.40625,116151.2421875,125783.90000000001
2024,150,15,126452.0625,121048.75,115624.2265625,126610.90000000001
2024,150,16,126959.265625,121375.96875,115678.8671875,127235.40000000001
2024,150,17,127910.015625,121478.59375,116437.6875,128106.8
2024,150,18,127638.671875,121874.8828125,117494.703125,128070.30000000002
2024,150,19,126729.734375,122364.546875,118556.8125,127767.0
2024,150,20,124343.953125,122448.5234375,119438.4609375,126124.19999999998
2024,150,21,122886.890625,122476.2890625,120503.5703125,124276.4
2024,150,22,122685.5703125,122896.2109375,121697.3359375,123160.2
2024,150,23,123254.1875,123334.8671875,122770.046875,123016.0
2024,151,0,122552.2578125,123891.40625,123616.09375,122191.79999999999
2024,151,1,122713.109375,124518.09375,124109.40625,121826.6
2024,151,2,123452.921875,125242.3203125,124943.8125,122125.29999999999
2024,151,3,125844.4609375,126061.828125,126179.28125,123741.99999999999
2024,151,4,129174.09375,126922.390625,127735.671875,126652.9
2024,151,5,130968.84375,127456.9296875,128811.375,129147.5
2024,151,6,130758.7109375,127858.5234375,129452.984375,130187.8
2024,151,7,128811.625,127560.359375,129164.0390625,129788.59999999998
2024,151,8,127107.609375,126481.015625,128055.546875,128877.3
2024,151,9,124564.625,124872.5390625,126535.46875,127332.30000000002
2024,151,10,120786.953125,122679.671875,124962.78125,124253.0
2024,151,11,118108.046875,120038.015625,123672.9375,121063.40000000001
2024,151,12,118905.1171875,118161.8359375,122710.0546875,120363.7
2024,151,13,119631.6796875,117008.8984375,121491.8515625,120323.90000000001
2024,151,14,119544.9609375,116643.15625,120618.0859375,120334.79999999999
2024,151,15,119481.5,116805.7265625,119843.8671875,120178.2
2024,151,16,119610.3671875,117095.8125,119671.140625,120445.4
2024,151,17,118715.9140625,117174.2578125,119905.9375,120098.0
2024,151,18,118081.875,116981.59375,120541.671875,119709.69999999998
2024,151,19,117525.1875,116295.6171875,120582.328125,119347.3
2024,151,20,116111.09375,115168.9765625,120167.5859375,118057.8
2024,151,21,115686.8125,114016.484375,119718.359375,116938.3
2024,151,22,115455.484375,113603.1796875,119375.5078125,115924.99999999999
2024,151,23,115822.046875,113839.8984375,119244.9609375,115356.59999999999
2024,152,0,117233.40625,114380.03125,119716.046875,116150.20000000001
2024,152,1,119154.6953125,115620.6796875,120768.765625,117712.3
2024,152,2,121331.5546875,117584.171875,122783.3359375,119700.20000000001
2024,152,3,123451.796875,119754.75,125344.0859375,121781.1
2024,152,4,126840.109375,121425.8125,127221.328125,124799.20000000001
2024,152,5,129046.90625,122362.734375,128153.8984375,127497.90000000001
2024,152,6,128458.5625,123080.46875,128071.703125,128479.70000000001
2024,152,7,128642.421875,122923.859375,126956.9375,130340.79999999999
2024,152,8,125327.125,121705.953125,125154.375,129561.6
2024,152,9,120092.515625,119427.96875,122277.8671875,125984.00000000001
2024,152,10,114757.9375,116699.875,119398.9375,120665.8
2024,152,11,112703.8359375,114607.203125,117765.578125,116905.4
2024,152,12,113481.203125,113002.234375,116478.1875,116174.40000000001
2024,152,13,114064.9375,111438.640625,115649.28125,116506.69999999998
2024,152,14,113717.15625,110452.6796875,114737.2421875,116198.29999999999
2024,152,15,113669.71875,110149.40625,114119.484375,115916.3
2024,152,16,112554.15625,109990.1875,113426.3125,115215.0
2024,152,17,110671.5234375,109102.484375,112848.65625,113384.9
2024,152,18,108949.3515625,108484.21875,112520.5703125,111408.29999999999
2024,152,19,107929.796875,107613.2578125,112023.734375,110009.9
2024,152,20,107013.1875,106638.875,111690.8125,108715.4
2024,152,21,107266.4375,106162.921875,111340.5390625,108106.8
2024,152,22,108740.421875,106222.6875,110580.234375,108826.5
2024,152,23,110406.25,106716.7578125,110301.53125,109869.3
